antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Air_Severity_Air_Medium, Overall_Severity_Overall_Medium, Energy_Recovery_Level_Medium_Recovery","Water_Severity_Water_Medium, Soil_Severity_Soil_Low",0.125,0.395,0.055,0.44,1.1139240506329113,1.0,0.005624999999999998,1.0803571428571428,0.11688311688311684,0.11827956989247311,0.07438016528925617,0.289620253164557
Soil_Severity_Soil_Medium,"Air_Severity_Air_High, Overall_Severity_Overall_Medium",0.33,0.395,0.145,0.43939393939393934,1.1123897199846564,1.0,0.014649999999999969,1.0791891891891892,0.15079773546062758,0.24999999999999994,0.0733784122213873,0.403241273494438
Energy_Consumption_Level_Medium_Consumption,"Water_Severity_Water_Medium, Soil_Severity_Soil_Low",0.33,0.395,0.145,0.43939393939393934,1.1123897199846564,1.0,0.014649999999999969,1.0791891891891892,0.15079773546062758,0.24999999999999994,0.0733784122213873,0.403241273494438
"Energy_Recovery_Level_Low_Recovery, Water_Severity_Water_Medium",Overall_Severity_Overall_Medium,0.205,0.79,0.18,0.8780487804878049,1.1114541525162087,1.0,0.018049999999999983,1.7219999999999998,0.12613556953179583,0.22085889570552147,0.4192799070847851,0.5529484408768138
"Energy_Consumption_Level_Medium_Consumption, Water_Severity_Water_Medium",Overall_Severity_Overall_Medium,0.205,0.79,0.18,0.8780487804878049,1.1114541525162087,1.0,0.018049999999999983,1.7219999999999998,0.12613556953179583,0.22085889570552147,0.4192799070847851,0.5529484408768138
"Energy_Consumption_Level_Medium_Consumption, Water_Severity_Water_Medium","Air_Severity_Air_High, Overall_Severity_Overall_Medium",0.205,0.395,0.09,0.43902439024390244,1.1114541525162087,1.0,0.009024999999999991,1.078478260869565,0.12613556953179583,0.1764705882352941,0.072767587180004,0.33343624575486264
"Air_Severity_Air_Medium, Energy_Recovery_Level_High_Recovery","Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.15,0.48,0.08,0.5333333333333333,1.1111111111111112,1.0,0.008000000000000007,1.1142857142857143,0.11764705882352951,0.14545454545454545,0.10256410256410257,0.35
"Energy_Recovery_Level_Low_Recovery, Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",Air_Severity_Air_High,0.18,0.4,0.08,0.4444444444444445,1.1111111111111112,1.0,0.008000000000000007,1.0799999999999998,0.12195121951219522,0.15999999999999998,0.0740740740740741,0.32222222222222224
Air_Severity_Air_High,"Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.4,0.54,0.24,0.6,1.111111111111111,1.0,0.023999999999999966,1.15,0.16666666666666644,0.3428571428571428,0.13043478260869554,0.5222222222222221
"Air_Severity_Air_High, Energy_Consumption_Level_Medium_Consumption","Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.15,0.54,0.09,0.6,1.111111111111111,1.0,0.008999999999999994,1.15,0.11764705882352934,0.14999999999999997,0.13043478260869554,0.3833333333333333
"Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",Air_Severity_Air_High,0.54,0.4,0.24,0.4444444444444444,1.111111111111111,1.0,0.023999999999999966,1.0799999999999998,0.2173913043478258,0.3428571428571428,0.074074074074074,0.5222222222222221
"Energy_Consumption_Level_Medium_Consumption, Soil_Severity_Soil_Low",Water_Severity_Water_Medium,0.22,0.595,0.145,0.6590909090909091,1.1077158135981666,1.0,0.014100000000000001,1.188,0.12466843501326262,0.2164179104477612,0.15824915824915822,0.45139419404125286
"Energy_Recovery_Level_Medium_Recovery, Energy_Consumption_Level_Medium_Consumption, Water_Severity_Water_Medium",Overall_Severity_Overall_Medium,0.08,0.79,0.07,0.8750000000000001,1.1075949367088609,1.0,0.0068000000000000005,1.6800000000000013,0.10559006211180123,0.08750000000000001,0.4047619047619052,0.4818037974683545
"Air_Severity_Air_Medium, Energy_Recovery_Level_Low_Recovery",Soil_Severity_Soil_Low,0.155,0.67,0.115,0.7419354838709677,1.1073663938372653,1.0,0.011149999999999993,1.2787499999999998,0.1147414458451247,0.16197183098591547,0.21798631476050823,0.4567886374578719
"Air_Severity_Air_High, Soil_Severity_Soil_Medium",Water_Severity_Water_Low,0.145,0.405,0.065,0.4482758620689656,1.1068539804171988,1.0,0.006275000000000003,1.0784375,0.11291048133153402,0.13402061855670103,0.07273254129237909,0.3043848446147297
"Air_Severity_Air_High, Overall_Severity_Overall_Medium, Soil_Severity_Soil_Medium",Water_Severity_Water_Low,0.145,0.405,0.065,0.4482758620689656,1.1068539804171988,1.0,0.006275000000000003,1.0784375,0.11291048133153402,0.13402061855670103,0.07273254129237909,0.3043848446147297
"Water_Severity_Water_Medium, Soil_Severity_Soil_Low",Overall_Severity_Overall_Medium,0.395,0.79,0.345,0.8734177215189872,1.10559205255568,1.0,0.032949999999999924,1.6589999999999983,0.15786321715175436,0.41071428571428564,0.3972272453285105,0.6550632911392404
Overall_Severity_Overall_Medium,"Water_Severity_Water_Medium, Soil_Severity_Soil_Low",0.79,0.395,0.345,0.4367088607594936,1.10559205255568,1.0,0.032949999999999924,1.0740449438202244,0.45479641131814946,0.41071428571428564,0.06894026571817123,0.6550632911392404
Energy_Consumption_Level_Low_Consumption,Water_Severity_Water_Low,0.335,0.405,0.15,0.4477611940298507,1.1055831951354338,1.0,0.014324999999999977,1.0774324324324323,0.14360902255639074,0.2542372881355932,0.07186755299134569,0.40906578220011053
"Air_Severity_Air_Medium, Soil_Severity_Soil_Medium",Water_Severity_Water_Medium,0.145,0.595,0.095,0.6551724137931035,1.1011301072153001,1.0,0.00872500000000001,1.1745000000000003,0.1074176669744538,0.14728682170542634,0.14857386121753965,0.407418139669661
"Air_Severity_Air_Medium, Overall_Severity_Overall_Medium, Soil_Severity_Soil_Medium",Water_Severity_Water_Medium,0.145,0.595,0.095,0.6551724137931035,1.1011301072153001,1.0,0.00872500000000001,1.1745000000000003,0.1074176669744538,0.14728682170542634,0.14857386121753965,0.407418139669661
"Energy_Recovery_Level_Medium_Recovery, Energy_Consumption_Level_Medium_Consumption",Overall_Severity_Overall_Medium,0.115,0.79,0.1,0.8695652173913043,1.100715465052284,1.0,0.009149999999999991,1.6099999999999994,0.10338983050847447,0.12422360248447205,0.3788819875776395,0.4980737479361585
"Water_Severity_Water_Medium, Energy_Recovery_Level_High_Recovery, Soil_Severity_Soil_Low","Air_Severity_Air_High, Overall_Severity_Overall_Medium",0.115,0.395,0.05,0.43478260869565216,1.100715465052284,1.0,0.004574999999999996,1.0703846153846153,0.10338983050847447,0.10869565217391304,0.06575637800934239,0.2806824435883324
"Energy_Recovery_Level_Low_Recovery, Energy_Consumption_Level_Medium_Consumption",Air_Severity_Air_High,0.125,0.4,0.055,0.44,1.0999999999999999,1.0,0.0049999999999999975,1.0714285714285714,0.10389610389610385,0.11702127659574467,0.06666666666666664,0.28875
"Energy_Recovery_Level_Low_Recovery, Water_Severity_Water_Low",Air_Severity_Air_Medium,0.13,0.455,0.065,0.5,1.0989010989010988,1.0,0.005850000000000001,1.0899999999999999,0.10344827586206898,0.125,0.08256880733944952,0.3214285714285714
"Energy_Recovery_Level_Low_Recovery, Soil_Severity_Soil_Low",Air_Severity_Air_Medium,0.23,0.455,0.115,0.5,1.0989010989010988,1.0,0.010349999999999998,1.0899999999999999,0.11688311688311685,0.20175438596491227,0.08256880733944952,0.37637362637362637
"Energy_Consumption_Level_High_Consumption, Energy_Recovery_Level_High_Recovery",Air_Severity_Air_Medium,0.1,0.455,0.05,0.5,1.0989010989010988,1.0,0.004499999999999997,1.0899999999999999,0.09999999999999992,0.09900990099009901,0.08256880733944952,0.30494505494505497
"Water_Severity_Water_Medium, Energy_Consumption_Level_High_Consumption, Soil_Severity_Soil_Low",Air_Severity_Air_Medium,0.13,0.455,0.065,0.5,1.0989010989010988,1.0,0.005850000000000001,1.0899999999999999,0.10344827586206898,0.125,0.08256880733944952,0.3214285714285714
"Water_Severity_Water_Medium, Overall_Severity_Overall_Medium, Energy_Consumption_Level_Low_Consumption, Soil_Severity_Soil_Low",Air_Severity_Air_Medium,0.11,0.455,0.055,0.5,1.0989010989010988,1.0,0.004949999999999996,1.0899999999999999,0.10112359550561789,0.10784313725490197,0.08256880733944952,0.31043956043956045
Soil_Severity_Soil_Medium,Air_Severity_Air_High,0.33,0.4,0.145,0.43939393939393934,1.0984848484848482,1.0,0.012999999999999984,1.0702702702702702,0.1338136901698403,0.24786324786324787,0.06565656565656552,0.40094696969696964
"Energy_Consumption_Level_Medium_Consumption, Water_Severity_Water_Medium",Air_Severity_Air_High,0.205,0.4,0.09,0.43902439024390244,1.097560975609756,1.0,0.007999999999999993,1.0695652173913042,0.11180992313067775,0.17475728155339804,0.06504065040650403,0.33201219512195124
"Overall_Severity_Overall_Medium, Water_Severity_Water_Medium, Energy_Recovery_Level_Medium_Recovery",Air_Severity_Air_High,0.205,0.4,0.09,0.43902439024390244,1.097560975609756,1.0,0.007999999999999993,1.0695652173913042,0.11180992313067775,0.17475728155339804,0.06504065040650403,0.33201219512195124
"Air_Severity_Air_High, Energy_Recovery_Level_Low_Recovery","Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.135,0.54,0.08,0.5925925925925926,1.0973936899862824,1.0,0.007099999999999995,1.129090909090909,0.1026011560693641,0.13445378151260504,0.11433172302737506,0.37037037037037035
"Water_Severity_Water_Medium, Energy_Recovery_Level_Medium_Recovery, Soil_Severity_Soil_Low",Overall_Severity_Overall_Medium,0.15,0.79,0.13,0.8666666666666667,1.0970464135021096,1.0,0.01150000000000001,1.5750000000000002,0.10407239819004534,0.16049382716049382,0.3650793650793651,0.5156118143459916
"Energy_Recovery_Level_Medium_Recovery, Energy_Consumption_Level_High_Consumption, Water_Severity_Water_Medium","Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.095,0.48,0.05,0.5263157894736842,1.0964912280701755,1.0,0.004400000000000001,1.0977777777777777,0.0972375690607735,0.09523809523809526,0.08906882591093115,0.3152412280701754
"Energy_Recovery_Level_Medium_Recovery, Soil_Severity_Soil_Medium",Water_Severity_Water_Medium,0.115,0.595,0.075,0.6521739130434782,1.0960906101571062,1.0,0.0065749999999999975,1.1643749999999997,0.09905838041431257,0.11811023622047244,0.14117015566290908,0.3891121666057727
"Air_Severity_Air_Medium, Overall_Severity_Overall_Medium, Energy_Recovery_Level_High_Recovery",Water_Severity_Water_Medium,0.115,0.595,0.075,0.6521739130434782,1.0960906101571062,1.0,0.0065749999999999975,1.1643749999999997,0.09905838041431257,0.11811023622047244,0.14117015566290908,0.3891121666057727
"Air_Severity_Air_Medium, Energy_Recovery_Level_High_Recovery, Water_Severity_Water_Medium",Soil_Severity_Soil_Low,0.075,0.67,0.055,0.7333333333333334,1.0945273631840797,1.0,0.004749999999999997,1.2375,0.0933660933660933,0.07971014492753624,0.191919191919192,0.4077114427860697
"Air_Severity_Air_Medium, Overall_Severity_Overall_Medium, Energy_Recovery_Level_High_Recovery, Water_Severity_Water_Medium",Soil_Severity_Soil_Low,0.075,0.67,0.055,0.7333333333333334,1.0945273631840797,1.0,0.004749999999999997,1.2375,0.0933660933660933,0.07971014492753624,0.191919191919192,0.4077114427860697
Soil_Severity_Soil_Medium,"Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.33,0.54,0.195,0.5909090909090909,1.0942760942760943,1.0,0.01679999999999998,1.1244444444444444,0.12858783008036725,0.28888888888888886,0.11067193675889328,0.476010101010101
"Energy_Recovery_Level_Low_Recovery, Energy_Consumption_Level_High_Consumption","Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.11,0.54,0.065,0.5909090909090909,1.0942760942760943,1.0,0.005600000000000001,1.1244444444444444,0.09680207433016422,0.11111111111111112,0.11067193675889328,0.35563973063973064
"Air_Severity_Air_Medium, Energy_Recovery_Level_Medium_Recovery, Water_Severity_Water_Medium","Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.105,0.48,0.055,0.5238095238095238,1.0912698412698414,1.0,0.004600000000000007,1.092,0.09344845099035058,0.1037735849056604,0.08424908424908432,0.3191964285714286
"Water_Severity_Water_Medium, Energy_Consumption_Level_Medium_Consumption, Soil_Severity_Soil_Low",Overall_Severity_Overall_Medium,0.145,0.79,0.125,0.8620689655172414,1.0912265386294195,1.0,0.010450000000000001,1.5225000000000004,0.09777777777777778,0.15432098765432098,0.34318555008210194,0.5101484068092537
"Air_Severity_Air_High, Energy_Recovery_Level_High_Recovery, Soil_Severity_Soil_Low","Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.085,0.54,0.05,0.5882352941176471,1.0893246187363834,1.0,0.0040999999999999995,1.1171428571428572,0.08961748633879779,0.08695652173913045,0.10485933503836314,0.3404139433551198
"Air_Severity_Air_High, Energy_Recovery_Level_Low_Recovery, Soil_Severity_Soil_Low","Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.085,0.54,0.05,0.5882352941176471,1.0893246187363834,1.0,0.0040999999999999995,1.1171428571428572,0.08961748633879779,0.08695652173913045,0.10485933503836314,0.3404139433551198
"Energy_Recovery_Level_Medium_Recovery, Energy_Consumption_Level_High_Consumption, Soil_Severity_Soil_Low","Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.085,0.54,0.05,0.5882352941176471,1.0893246187363834,1.0,0.0040999999999999995,1.1171428571428572,0.08961748633879779,0.08695652173913045,0.10485933503836314,0.3404139433551198
"Overall_Severity_Overall_Medium, Energy_Consumption_Level_Low_Consumption",Water_Severity_Water_Medium,0.27,0.595,0.175,0.648148148148148,1.0893246187363832,1.0,0.014349999999999974,1.151052631578947,0.11232876712328746,0.2536231884057971,0.13122999542752606,0.47113289760348576
"Air_Severity_Air_Medium, Water_Severity_Water_Low",Soil_Severity_Soil_Low,0.185,0.67,0.135,0.7297297297297298,1.0891488503428803,1.0,0.011050000000000004,1.2210000000000003,0.10043172006362194,0.18750000000000003,0.1809991809991812,0.46561113352158134
"Air_Severity_Air_Medium, Energy_Consumption_Level_Medium_Consumption, Soil_Severity_Soil_Low",Water_Severity_Water_Medium,0.085,0.595,0.055,0.6470588235294117,1.0874938210578349,1.0,0.004424999999999998,1.1474999999999997,0.08792846497764527,0.08800000000000002,0.1285403050108931,0.36974789915966383
"Water_Severity_Water_Medium, Energy_Recovery_Level_High_Recovery, Soil_Severity_Soil_Low",Air_Severity_Air_High,0.115,0.4,0.05,0.43478260869565216,1.0869565217391304,1.0,0.003999999999999997,1.0615384615384613,0.09039548022598862,0.10752688172043011,0.05797101449275357,0.27989130434782605
"Energy_Recovery_Level_Low_Recovery, Energy_Consumption_Level_High_Consumption",Soil_Severity_Soil_Low,0.11,0.67,0.08,0.7272727272727273,1.0854816824966078,1.0,0.0063,1.21,0.08848314606741574,0.11428571428571428,0.1735537190082644,0.4233378561736771
"Water_Severity_Water_Low, Energy_Consumption_Level_Low_Consumption",Air_Severity_Air_High,0.15,0.4,0.065,0.43333333333333335,1.0833333333333333,1.0,0.0050000000000000044,1.0588235294117647,0.09049773755656117,0.13402061855670103,0.055555555555555546,0.29791666666666666
Air_Severity_Air_Low,Soil_Severity_Soil_Low,0.145,0.67,0.105,0.7241379310344828,1.080802882141019,1.0,0.007849999999999996,1.1962499999999998,0.0874408242829295,0.14788732394366194,0.16405433646812947,0.44042717447246527
"Energy_Consumption_Level_Low_Consumption, Soil_Severity_Soil_Low",Air_Severity_Air_High,0.22,0.4,0.095,0.4318181818181818,1.0795454545454546,1.0,0.006999999999999992,1.056,0.09446693657219962,0.18095238095238095,0.053030303030303004,0.3346590909090909
"Water_Severity_Water_Low, Soil_Severity_Soil_Low",Air_Severity_Air_Medium,0.275,0.455,0.135,0.4909090909090909,1.0789210789210788,1.0,0.009874999999999995,1.0705357142857141,0.10089399744572153,0.22689075630252103,0.06588824020016679,0.3938061938061938
"Energy_Recovery_Level_High_Recovery, Energy_Consumption_Level_Low_Consumption","Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.145,0.48,0.075,0.5172413793103449,1.0775862068965518,1.0,0.005400000000000002,1.0771428571428572,0.0842105263157895,0.13636363636363635,0.07161803713527862,0.33674568965517243
"Energy_Recovery_Level_Low_Recovery, Energy_Consumption_Level_Low_Consumption",Overall_Severity_Overall_Medium,0.1,0.79,0.085,0.85,1.0759493670886076,1.0,0.0059999999999999915,1.3999999999999995,0.07843137254901948,0.10559006211180125,0.2857142857142855,0.4787974683544304
"Air_Severity_Air_High, Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",Water_Severity_Water_Medium,0.25,0.595,0.16,0.64,1.0756302521008405,1.0,0.01125000000000001,1.1250000000000002,0.09375000000000008,0.23357664233576644,0.1111111111111112,0.45445378151260507
"Air_Severity_Air_Medium, Soil_Severity_Soil_Low",Water_Severity_Water_Low,0.31,0.405,0.135,0.435483870967742,1.0752688172043012,1.0,0.009450000000000014,1.054,0.101449275362319,0.23275862068965517,0.05123339658444028,0.3844086021505376
"Air_Severity_Air_High, Energy_Consumption_Level_Low_Consumption","Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.155,0.54,0.09,0.5806451612903225,1.0752688172043008,1.0,0.006299999999999986,1.0969230769230767,0.08284023668639036,0.14876033057851237,0.08835904628330973,0.37365591397849457
"Energy_Recovery_Level_High_Recovery, Water_Severity_Water_Medium","Air_Severity_Air_High, Overall_Severity_Overall_Medium",0.165,0.395,0.07,0.42424242424242425,1.0740314537782891,1.0,0.004824999999999996,1.0507894736842107,0.08254918733960644,0.14285714285714285,0.04833458552466816,0.300728807057921
"Energy_Recovery_Level_Low_Recovery, Soil_Severity_Soil_Low",Water_Severity_Water_Low,0.23,0.405,0.1,0.43478260869565216,1.0735373054213633,1.0,0.006849999999999995,1.0526923076923076,0.08896103896103888,0.18691588785046728,0.05005480453050779,0.34084809447128284
"Energy_Consumption_Level_High_Consumption, Soil_Severity_Soil_Low",Water_Severity_Water_Low,0.23,0.405,0.1,0.43478260869565216,1.0735373054213633,1.0,0.006849999999999995,1.0526923076923076,0.08896103896103888,0.18691588785046728,0.05005480453050779,0.34084809447128284
